acid,country,year,quarter_of_year,month_of_year,week_of_year,freq_signup,freq_sportsapp,freq_survey,freq_raffle,freq_reviews,freq_email,freq_adiclub_email,freq_pn,freq_adiclub_pn,freq_transactions,freq_earn_points,freq_points_redemption,freq_rewards_redemption,freq_confirmed,freq_dotcom,freq_flagshipapp,freq_hype,freq_pdp,freq_plp,freq_add_to_cart,freq_preference,freq_wishlist,refresh_date
HSYRPZUCX8ALACP4,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,1,0,0,2024-03-04
M2TF01D6YNP5ZM1I,GB,2022,4,12,49,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2024-03-04
57XE79WBBD082VBV,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
FUOBVPOYKUBRFC79,GB,2022,4,10,42,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
A3HMHG16OS59FGCV,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1,0,0,2024-03-04
9UIR40R40LGYKEIA,GB,2022,4,12,52,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,17,0,9,10,4,0,0,2024-03-04
TPG9V7I1B0N5ZEPH,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,2024-03-04
TCIO59XZ8SJR06C8,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,2024-03-04
6V4YCXLJRA71DVTJ,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
NI5TI8ZJVJQLQY3H,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,2024-03-04
L4K2GIHDV8N6CZPW,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
Y3R8FHVIV83DKDCL,GB,2022,4,11,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,2024-03-04
HIMOVRFS27X6L7P1,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,1,2024-03-04
ZU7Z40LGY3WPB5M8,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
UNTB9DJ8MYK4YWBS,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,10,0,7,4,2,0,1,2024-03-04
R851SKRKKLZIINK3,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
XNJUK1FMGV7VWLL3,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
YNWZU0RLRZ632VVZ,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,4,0,0,2024-03-04
5PU2Z89NNBCR1HPC,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
OL643TG2QEECTZRF,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,1,0,0,2024-03-04
YLX4NEWB3C00HD8C,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
X7SMF1V1ZPN407Y6,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,19,2,0,0,0,2024-03-04
NES8UHM9OE2CP0Y3,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,3,2,1,0,0,2024-03-04
QHPHUKQQR9GWEQUF,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,6,1,0,0,2024-03-04
1B9RY60IAUCMXKGN,GB,2022,4,12,52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,2,2,0,0,0,2024-03-04
G1OJXKGHAHXPL7CL,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
512Z2R557M0KIVV0,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
2LN2IZD73G3BMM0J,GB,2022,4,12,51,2,0,0,0,0,2,0,0,0,1,2,0,0,0,3,0,0,1,1,1,0,0,2024-03-04
0WYODVQVRKNMACEH,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
WQLKUB376P48ABWX,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,2024-03-04
SKGUDOBLX27N1KRY,GB,2022,4,12,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,2024-03-04
3CYHDE3NSZL0L185,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,2024-03-04
N4XESKKZPUXRFSE8,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,2024-03-04
SMTECRMMH7TMX89A,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,2024-03-04
W83EGA7HC753Q5WT,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2024-03-04
4JQRTREMGMWJB20X,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
1U0AAG7GKT3CH8PU,GB,2022,4,11,45,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
L603E54HYZC7WVTQ,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,2024-03-04
BRZU3V0NT5WOMO4U,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04
2649F3BW0Y2DDI46,GB,2022,4,11,47,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,2024-03-04
ZTMUZN8BOXOQEO7F,GB,2022,4,11,44,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,5,0,3,3,2,0,0,2024-03-04
NTUAO5J8679BH20P,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,2024-03-04
TM2K4QJ41QWBVASS,GB,2022,4,12,48,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
QJQHLO46LETT9B8A,GB,2022,4,11,44,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
1U1S0BBPXWB9H5GG,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2024-03-04
U6RSCE3XU2YAM5L4,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
GC2ZEJ4OSPKYQK8H,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,2024-03-04
WSE9PHP2HLGKG21B,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,2024-03-04
AKIOXRXUOYBMYL56,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
LXXB438ZR4GCN2L2,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
TQU654S4JNZJUCQT,GB,2022,4,11,46,2,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,1,1,1,2,0,2024-03-04
7A0KXMJ7MNLCZYHN,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-03-04
H6SMQAVHBEFL7OV3,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
72IGZNWSIZ4DH7LI,GB,2022,4,10,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,2024-03-04
HVHN35B28863GWDL,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,6,3,0,0,0,2024-03-04
S7GS50NF3C3JGI9E,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2024-03-04
ANFGC33XPSXH1A1H,GB,2022,4,11,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
HD0JSD03NBQHWBCK,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,2024-03-04
LYDAMRCAMV3C0ULT,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,7,5,0,1,2024-03-04
S4X4D2Q2ZO9DAD3Z,GB,2022,4,12,48,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
4MZFOREU0UAS3JDM,GB,2022,4,10,44,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
5ZH607SIP88BR028,GB,2022,4,12,48,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
BALISTXWZYGCNKX9,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
2UCI6YB6BCPPWOD5,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,2024-03-04
MI277GP6LJIJUF44,GB,2022,4,10,43,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,9,0,3,4,2,1,1,2024-03-04
UFUHSVG88BNL12R9,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
OHIMTU4BE3M3SXUQ,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2024-03-04
AL654WTQA0NSOA4O,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,2024-03-04
3AVMRINI13S3WZ1Z,GB,2022,4,11,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
VZJP9L21V26D34VB,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
8MPST5B0P6JUNRMW,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,0,0,0,2024-03-04
2DV7CQ69JAL0BKJ0,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,2024-03-04
LI1KXYVZZW32Q3VB,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
X43UP4MB2CPMSQ6Y,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,11,0,7,7,3,0,1,2024-03-04
WZPTFYDFTT7GGUX7,GB,2022,4,12,48,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2024-03-04
BC9SBXG125CYIFCE,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2024-03-04
PNO57GSUPYD0V6BM,GB,2022,4,11,48,0,0,0,0,0,1,0,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,2024-03-04
N0ECO0CJ05Y9ZCMD,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2024-03-04
7FJV2TEUVD1C9XIS,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,6,3,1,0,1,2024-03-04
TETVQ8EHKUBIC41N,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,19,0,13,14,5,0,0,2024-03-04
WBSBGWUENLS0D5UW,GB,2022,4,11,46,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,1,0,0,2024-03-04
RB9RAEDN5DBQHMY3,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,2024-03-04
UOF0K80VF53J6B2W,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
KER64V6RQGBZE5N0,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2024-03-04
WXY31KFU8JLTKUYP,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
WNH04GRN4BYJE7WP,GB,2022,4,11,48,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,0,2,2,2,0,0,2024-03-04
C6WCCVS0YTDM5W0U,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2024-03-04
TN4RGUL2X98WTQV2,GB,2022,4,12,50,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
B85QMU0XUHF64QK2,GB,2022,4,11,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
6F1FZN54AE0CP0MX,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,3,4,1,0,1,2024-03-04
QA9TOU5WQ0QRKZWP,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,1,0,2,2024-03-04
0CRZJVDVU4Z4E5WO,GB,2022,4,12,49,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,2,2,0,0,0,2024-03-04
ZGWXLSMYH5BUUP8H,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,2024-03-04
BARQXZSD9OEJAW23,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2024-03-04
5U3H1PG6LFH70OBX,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,3,1,2,0,0,2024-03-04
HXTI38XWBYAUYI3C,GB,2022,4,11,48,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2024-03-04
YR8U8QC1Y56OBJ4C,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,2024-03-04
0FG5ODHJRQ3W0YLN,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,2,2,0,0,2024-03-04
Z080UOUPFCCQ1AUL,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
AMF8TI2QJC18V158,GB,2022,4,11,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
GT9LX7QGPZK85B9A,GB,2022,4,12,48,2,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
9ODW6AC93A57IZTU,GB,2022,4,11,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,16,0,12,16,0,0,0,2024-03-04
BBV46CUNIVK3G3H0,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
75FCPDDGY0I27YQJ,GB,2022,4,10,41,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,1,0,0,0,2024-03-04
BMZSS8YBBYHVF57O,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2024-03-04
0NX6QZK5X4K1NY6G,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
T8Q5XMU8H349DH83,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,2024-03-04
PORBL20QLNJFT7IX,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,4,4,2,0,0,2024-03-04
S7X97X20VGFXUTY6,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,4,18,4,0,0,0,2024-03-04
H2XMPVSP0UZ9AWT0,GB,2022,4,10,41,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
XUX151GTVD5B6XPO,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
U114ADATGH01F8HW,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,5,5,0,0,0,2024-03-04
GXI7LJV1ZA60NENP,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2024-03-04
YS32GYY815VQHCO5,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2024-03-04
9NY3311VTADX44BI,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
A6XNJ7XUPYY46OF6,GB,2022,4,12,49,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
7SUTW8PJQS769YZ5,GB,2022,4,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2024-03-04
V4QOVRR04MW5RMZS,GB,2022,4,12,48,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
CRDJE65PANCE5T0R,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,10,8,10,0,4,2024-03-04
WX3NZ7K70KF6AGKO,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,3,2,2,0,0,2024-03-04
94NRLPMDAKW259N5,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
DDQPJ0SYTF8R02H5,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,2024-03-04
O05WM55LD6XMN1LS,GB,2022,4,12,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,4,3,3,0,0,2024-03-04
TFY72YMYTF6H1CDG,GB,2022,4,10,41,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,2,0,0,2024-03-04
A0QI1M3ONRM216AZ,GB,2022,4,12,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,2024-03-04
891OJWE9U9JR6OVJ,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
XGA2EL9N4XBDVUOF,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
I28QRDJQ63GDS141,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,10,0,7,7,3,0,0,2024-03-04
VDMUI9WQYB7BC33P,GB,2022,4,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
0AAY2DACEGAH9FUS,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2024-03-04
N6D1TU8RIUCHQ76M,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,39,0,24,33,18,0,0,2024-03-04
CRBVIBB5U1HH4DIX,GB,2022,4,10,43,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
KOZRX21H0VT2HO87,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
ZWBMHP3Z18FEJPKX,GB,2022,4,10,39,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,2024-03-04
WGHBGNK0SRX1M52C,GB,2022,4,10,41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,2024-03-04
LRYPD80JJGX8TTWO,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
LEMCR49JJ3EBJXR1,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2024-03-04
AA3B4F04-38BC-B42F-4C34-BF303F1F50B0,GB,2022,4,10,41,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
OMX1LBIQDYB0KKWF,GB,2022,4,10,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
AULVY5R5Z2CA1YQL,GB,2022,4,12,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
A1OX9RNI6G60X0DS,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
PY39HA61EFSZZ921,GB,2022,4,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2024-03-04
EIRTKO886DVCZEGC,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0,0,4,1,1,0,0,2024-03-04
FZK8O0JV55B5VGIU,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2024-03-04
1IR5CUNEX5HTY4P1,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,0,0,2024-03-04
N89SF1QT0E38RWGL,GB,2022,4,12,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
90FMBHWW3109QOP6,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,3,0,2,2,1,0,0,2024-03-04
NFU6JT10M4I1V6ML,GB,2022,4,12,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
85LVIE6AQ7KBB4BL,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,2,1,2024-03-04
2Q2O7MD5PB5BO27M,GB,2022,4,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,2024-03-04
XJZKOT6IICRFEBJV,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2024-03-04
K03KU6W256R1KYD6,GB,2022,4,10,41,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
DQ6AY9IUO75LTREK,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
4GUX8GD49FFT1NQ9,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2024-03-04
I08YX8Z7FC0RUMEP,GB,2022,4,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2024-03-04
N3WPNYZDRPV2J28V,GB,2022,4,12,50,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
FJTVCQS46EZXZQBL,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,4,2,0,0,2024-03-04
8Z6RB1FWJI2ASFUN,GB,2022,4,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2024-03-04
PIHC7T8RKFPXTRM5,GB,2022,4,10,40,0,0,0,1,0,2,0,0,0,0,0,0,0,9,0,18,0,10,10,0,0,0,2024-03-04
GLA6T8NG8U4EFYBS,GB,2022,4,10,40,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2024-03-04
LK2H3EBDR20GNG9W,GB,2022,4,12,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
2GD095IS0MPDX8X8,GB,2022,4,12,51,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,6,5,4,0,0,2024-03-04
F3GIVP7QD8SXYFUB,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,2024-03-04
OWT8O6BKITCZMIRS,GB,2022,4,11,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-03-04
M0M92C85KJHYTJR5,GB,2022,4,11,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,1,1,0,2024-03-04
VDKFTQH87499HT4S,GB,2022,4,10,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2024-03-04
31PUBGSNILD7TSGJ,GB,2022,4,10,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,2024-03-04
U029QCGDAX3TDCKW,GB,2022,4,10,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2024-03-04
4JSIVAWSTZX6FOBN,GB,2022,4,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2024-03-04
6BGR0AEYCKSF523O,GB,2022,4,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,2024-03-04
EJQAVWQDS4ZTMX4Y,GB,2022,4,12,52,1,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,2024-03-04
C599MGHCYPEK41IB,GB,2022,4,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2024-03-04
EQPIHVVLKC4GXW8V,GB,2022,4,10,42,0,4,0,0,0,0,0,0,0,0,4,0,2,13,0,1,2,8,0,0,0,0,2024-03-04
IZPL6NLP7RTBO6KB,GB,2022,4,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,2024-03-04
